,order_id,order_date,order_priority,order_quantity,sales,discount,ship_mode,profit,unit_price,shipping_cost,first_name,last_name,region,customer_segment,product_category,product_sub-category,product_name,product_container,product_base_margin,ship_date,birthdate,Manager,Status
5955,2817,2009-04-18,Medium,14/01/1900,3830.14,0.1,Regular Air,202.25,300.97,7.18,Luke,Schmidt,Prarie,Home Office,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,Small Box,0.48,2009-04-19,1970-10-06,William,Not Returned
5956,2817,2009-04-18,Medium,09/02/1900,1559.86,0.06,Regular Air,672.37,39.89,3.04,Luke,Schmidt,Prarie,Home Office,Furniture,Office Furnishings,Ultra Commercial Grade Dual Valve Door Closer,Wrap Bag,0.53,2009-04-20,1970-10-03,William,Not Returned
5957,2852,2010-01-15,Critical,10/01/1900,74.87,0.02,Regular Air,-43.97,6.48,8.19,Luke,Schmidt,Prarie,Home Office,Office Supplies,Paper,Xerox 217,Small Box,0.37,2010-01-15,1970-06-10,William,Not Returned
5958,2852,2010-01-15,Critical,11/02/1900,3931.3179999999998,0.06,Regular Air,1025.45,115.99,4.23,Luke,Schmidt,Prarie,Home Office,Technology,Telephones and Communication,282,Small Box,0.56,2010-01-16,1970-04-04,William,Not Returned
5959,4359,2010-03-02,Critical,21/01/1900,215.76,0.09,Regular Air,-97.75,10.9,7.46,Kelly,Andreada,Prarie,Home Office,Office Supplies,Storage & Organization,Crate-A-Files,Small Box,0.59,2010-04-03,1970-03-08,William,Not Returned
5960,8293,2012-08-10,Low,22/01/1900,75.03,0.02,Regular Air,-31.52,3.14,1.92,Jason,Klamczynski,Prarie,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,2012-08-14,1970-08-04,William,Returned
5961,9095,2011-06-10,High,23/01/1900,294.91,0.03,Regular Air,-37.27,12.44,6.27,Tracy,Hopkins,Prarie,Small Business,Office Supplies,Storage & Organization,Eldon Simplefile® Box Office®,Medium Box,0.57,2011-12-06,1973-07-16,William,Not Returned
5962,9254,2010-05-14,Medium,24/01/1900,131.65,0.01,Express Air,67.41,4.91,0.5,Craig,Leslie,Prarie,Consumer,Office Supplies,Labels,Avery 478,Small Box,0.36,2010-05-16,1973-07-03,William,Not Returned
5963,9829,2011-12-08,Critical,23/01/1900,750.39,0.04,Regular Air,133.71,30.98,11.63,Valerie,Takahito,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,GBC Linen Binding Covers,Small Box,0.37,2011-09-12,1973-05-03,William,Returned
5964,9829,2011-12-08,Critical,04/01/1900,18.46,0.06,Regular Air,-0.43,4.91,0.5,Valerie,Takahito,Prarie,Consumer,Office Supplies,Labels,Avery 508,Small Box,0.36,2011-10-12,1969-04-01,William,Returned
5965,10528,2009-09-13,Medium,16/02/1900,838.4,0.02,Express Air,-132.91,17.7,9.47,Michael,Grace,Prarie,Corporate,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Small Box,0.59,2009-09-15,1969-04-10,William,Not Returned
5966,10754,2010-03-17,Low,07/01/1900,48.04,0.09,Regular Air,-23.28,6.48,5.94,Saphhira,Shifley,Prarie,Corporate,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Small Box,0.37,2010-03-19,1969-04-02,William,Not Returned
5967,11109,2011-03-15,Medium,18/01/1900,130.38,0.08,Regular Air,31.52,7.4,1.71,Saphhira,Shifley,Prarie,Consumer,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Wrap Bag,0.4,2011-03-16,1969-09-04,William,Not Returned
5968,11426,2009-05-07,Medium,19/01/1900,333.68,0.01,Regular Air,81.96,16.48,1.99,Laurel,Beltran,Prarie,Consumer,Technology,Computer Peripherals,Maxell DVD-RAM Discs,Small Pack,0.42,2009-08-05,1969-04-19,William,Returned
5969,12869,2009-01-25,Not Specified,15/01/1900,1532.4820000000002,0.1,Regular Air,-43.0,125.99,8.99,Laurel,Beltran,Prarie,Consumer,Technology,Telephones and Communication,5170i,Small Box,0.57,2009-01-28,1969-09-20,William,Not Returned
5970,13094,2010-08-18,Not Specified,07/01/1900,283.57,0.02,Regular Air,71.21,37.94,5.08,Craig,Leslie,Prarie,Consumer,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,2010-08-19,1969-07-21,William,Not Returned
5971,14274,2009-01-06,Not Specified,23/01/1900,3674.08,0.01,Delivery Truck,112.44,150.98,30.0,Craig,Leslie,Prarie,Consumer,Furniture,Chairs & Chairmats,Novimex Swivel Fabric Task Chair,Jumbo Drum,0.74,2009-08-01,1968-09-21,William,Not Returned
5972,14274,2009-01-06,Not Specified,15/02/1900,1413.89,0.01,Express Air,-40.72,28.28,13.99,Craig,Leslie,Prarie,Consumer,Office Supplies,Storage & Organization,Eldon Portable Mobile Manager,Medium Box,0.58,2009-08-01,1968-09-16,William,Not Returned
5973,14274,2009-01-06,Not Specified,02/01/1900,61.7185,0.03,Regular Air,-164.04,35.99,1.1,Craig,Leslie,Prarie,Consumer,Technology,Telephones and Communication,Accessory35,Small Box,0.55,2009-07-01,1968-08-18,William,Not Returned
5974,14530,2009-04-06,High,17/01/1900,1556.61,0.06,Regular Air,-485.55,89.83,35.0,Tracy,Blumstein,Prarie,Home Office,Office Supplies,Storage & Organization,Fellowes Officeware Wire Shelving,Large Box,0.83,2009-08-04,1968-06-16,William,Not Returned
5975,14530,2009-04-06,High,18/02/1900,645.14,0.1,Regular Air,-26.32,13.43,5.5,Tracy,Blumstein,Prarie,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,2009-08-04,1968-07-21,William,Not Returned
5976,14530,2009-04-06,High,13/02/1900,4851.5025,0.01,Regular Air,1371.67,125.99,7.69,Tracy,Blumstein,Prarie,Home Office,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,2009-06-04,1968-07-14,William,Not Returned
5977,15462,2011-02-26,Critical,20/01/1900,862.64,0.08,Regular Air,320.81,43.41,2.99,Luke,Schmidt,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Satellite Sectional Post Binders,Small Box,0.39,2011-02-27,1968-04-24,William,Not Returned
5978,15715,2012-10-15,Critical,12/02/1900,2123.64,0.03,Regular Air,1013.77,47.9,5.86,Kelly,Andreada,Prarie,Home Office,Office Supplies,Paper,Xerox 1938,Small Box,0.37,2012-10-18,1968-11-07,William,Not Returned
5979,16128,2011-05-08,High,15/02/1900,2968.66,0.07,Regular Air,1077.49,63.94,14.48,Michael,Grace,Prarie,Corporate,Furniture,Office Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",Small Box,0.46,2011-08-05,1968-04-18,William,Not Returned
5980,16579,2010-12-12,Not Specified,02/02/1900,63.96,0.05,Regular Air,-13.71,1.88,1.49,Saphhira,Shifley,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37,2010-12-13,1967-03-07,William,Not Returned
5981,16579,2010-12-12,Not Specified,23/01/1900,177.23,0.07,Regular Air,4.94,8.14,3.12,Saphhira,Shifley,Prarie,Consumer,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter® EverBold Pen Style Fluorescent Highlighters, 4/Pack",Wrap Bag,0.45,2010-12-13,1967-02-09,William,Not Returned
5982,16935,2012-12-15,Not Specified,03/01/1900,14.74,0.06,Regular Air,-2.72,4.48,1.22,Michael,Grace,Prarie,Corporate,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Wrap Bag,0.36,2012-12-16,1967-12-15,William,Not Returned
5983,16935,2012-12-15,Not Specified,12/02/1900,117.68,0.09,Express Air,12.47,2.88,0.7,Michael,Grace,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,2012-12-17,1967-10-28,William,Not Returned
5984,18946,2010-05-04,Critical,01/02/1900,202.89,0.07,Regular Air,-201.91,6.48,10.05,Kelly,Andreada,Prarie,Home Office,Office Supplies,Paper,Xerox 1997,Small Box,0.37,2010-04-05,1967-08-05,William,Not Returned
5985,19361,2012-09-23,Low,21/01/1900,535.57,0.05,Regular Air,131.05,25.38,8.99,Valerie,Takahito,Prarie,Consumer,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Small Pack,0.5,2012-09-25,1967-01-19,William,Not Returned
5986,20292,2012-11-08,Medium,26/01/1900,452.39,0.08,Regular Air,-22.83,17.52,8.17,Michael,Grace,Prarie,Corporate,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,Medium Box,0.5,2012-08-11,1967-07-02,William,Not Returned
5987,20292,2012-11-08,Medium,05/01/1900,117.13,0.0,Regular Air,-70.47,20.95,4.0,Michael,Grace,Prarie,Corporate,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.6,2012-09-11,1972-06-21,William,Not Returned
5988,21635,2009-12-02,Low,02/01/1900,65.31,0.0,Regular Air,-34.42,24.92,12.98,Laurel,Beltran,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,2009-02-12,1972-04-28,William,Not Returned
5989,21860,2012-04-28,Critical,09/01/1900,73.7,0.06,Express Air,1.42,7.59,4.0,Larry,Blacks,Prarie,Consumer,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,2012-04-29,1972-10-26,William,Not Returned
5990,22882,2010-09-13,Critical,10/01/1900,71.24,0.03,Regular Air,2.78,6.69,3.1,Luke,Schmidt,Prarie,Home Office,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Wrap Bag,0.36,2010-09-15,1972-04-27,William,Not Returned
5991,24775,2012-02-17,Critical,15/01/1900,1616.66,0.0,Delivery Truck,112.58,100.98,56.22,Tracy,Blumstein,Prarie,Home Office,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Jumbo Box,0.6,2012-02-19,1972-04-20,William,Not Returned
5992,24775,2012-02-17,Critical,06/01/1900,96.21,0.06,Regular Air,-19.34,14.58,57.4,Tracy,Blumstein,Prarie,Home Office,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,0.48,2012-02-18,1967-10-19,William,Not Returned
5993,25120,2009-02-04,Medium,15/02/1900,237.15,0.0,Regular Air,123.02,4.91,0.5,Michael,Grace,Prarie,Corporate,Office Supplies,Labels,Avery 493,Small Box,0.36,2009-06-02,1966-09-03,William,Not Returned
5994,25120,2009-02-04,Medium,22/01/1900,179.22,0.01,Regular Air,-139.9,7.28,11.15,Michael,Grace,Prarie,Corporate,Office Supplies,Paper,"Array® Parchment Paper, Assorted Colors",Small Box,0.37,2009-05-02,1966-10-27,William,Not Returned
5995,25120,2009-02-04,Medium,10/01/1900,71.86,0.1,Regular Air,-35.52,6.68,6.93,Michael,Grace,Prarie,Corporate,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,0.37,2009-07-02,1966-05-05,William,Not Returned
5996,25440,2009-02-06,High,30/01/1900,6589.304,0.02,Delivery Truck,912.48,259.71,66.67,Kelly,Andreada,Prarie,Home Office,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,0.65,2009-06-02,1966-08-24,William,Not Returned
5997,25799,2011-02-24,Low,07/02/1900,136.5,0.05,Regular Air,-216.66,3.34,7.49,Saphhira,Shifley,Prarie,Corporate,Office Supplies,Pens & Art Supplies,"Eldon Spacemaker® Box, Quick-Snap Lid, Clear",Wrap Bag,0.54,2011-02-27,1966-04-05,William,Returned
5998,25831,2009-09-14,Medium,06/01/1900,250.37599999999998,0.01,Regular Air,-131.85,45.99,4.99,Tracy,Blumstein,Prarie,Home Office,Technology,Telephones and Communication,KF 788,Small Box,0.56,2009-09-16,1965-06-14,William,Not Returned
5999,28545,2011-08-23,High,15/01/1900,5296.19,0.1,Regular Air,1164.05,363.25,19.99,Kelly,Andreada,Prarie,Home Office,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,Small Box,0.57,2011-08-24,1965-05-27,William,Not Returned
6000,28929,2012-10-09,Medium,06/02/1900,230.97,0.08,Regular Air,-173.73,6.48,8.19,Saphhira,Shifley,Prarie,Corporate,Office Supplies,Paper,Xerox 217,Small Box,0.37,2012-10-10,1965-08-21,William,Not Returned
6001,28929,2012-10-09,Medium,15/02/1900,723.17,0.09,Regular Air,-154.11,16.98,12.39,Saphhira,Shifley,Prarie,Corporate,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Small Box,0.35,2012-11-10,1965-06-07,William,Not Returned
6002,30083,2009-01-08,Not Specified,23/01/1900,324.28,0.07,Regular Air,20.43,14.56,3.5,Luke,Schmidt,Prarie,Home Office,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box,0.58,2009-09-01,1965-11-04,William,Not Returned
6003,30853,2011-07-27,Medium,09/02/1900,254.02,0.04,Regular Air,123.14,6.3,0.5,Meg,Tillman,Prarie,Small Business,Office Supplies,Labels,Avery 48,Small Box,0.39,2011-07-30,1964-07-16,William,Not Returned
6004,30944,2011-06-22,Critical,01/02/1900,546.01,0.01,Regular Air,133.56,16.74,5.08,Saphhira,Shifley,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,GBC Poly Designer Binding Covers,Small Box,0.36,2011-06-23,1964-11-11,William,Not Returned
6005,33350,2009-07-21,Not Specified,01/01/1900,1786.04,0.1,Regular Air,-924.99,1889.99,19.99,Kelly,Andreada,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Ibico EPK-21 Electric Binding System,Small Box,0.36,2009-07-21,1971-02-05,William,Not Returned
6006,34660,2011-09-03,Not Specified,04/01/1900,24.77,0.1,Regular Air,-17.07,4.91,5.68,Tracy,Blumstein,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box,0.36,2011-04-09,1971-07-13,William,Not Returned
6007,34660,2011-09-03,Not Specified,05/02/1900,3832.37,0.01,Regular Air,1322.07,107.53,5.81,Tracy,Blumstein,Prarie,Home Office,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.65,2011-05-09,1971-06-27,William,Not Returned
6008,35425,2010-03-28,Not Specified,25/01/1900,100.34,0.0,Regular Air,-88.19,3.58,5.47,Tracy,Blumstein,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,0.37,2010-03-30,1964-10-27,William,Not Returned
6009,35425,2010-03-28,Not Specified,14/02/1900,75.68,0.08,Regular Air,-4.04,1.81,0.75,Tracy,Blumstein,Prarie,Home Office,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,0.52,2010-03-30,1964-12-25,William,Not Returned
6010,37350,2012-05-20,Critical,07/01/1900,163.14,0.07,Regular Air,-37.5,22.99,8.99,Kelly,Andreada,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Boston KS Multi-Size Manual Pencil Sharpener,Small Pack,0.57,2012-05-21,1963-02-25,William,Not Returned
6011,37765,2012-11-24,Low,07/01/1900,42.66,0.09,Express Air,-30.74,4.06,6.89,Larry,Blacks,Prarie,Consumer,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Small Box,0.6,2012-11-29,1963-11-25,William,Not Returned
6012,37765,2012-11-24,Low,18/01/1900,655.58,0.01,Regular Air,250.67,35.44,5.09,Larry,Blacks,Prarie,Consumer,Office Supplies,Paper,Xerox 1932,Small Box,0.38,2012-11-28,1963-06-11,William,Not Returned
6013,37765,2012-11-24,Low,12/01/1900,1465.33,0.01,Delivery Truck,-66.38,113.98,30.0,Larry,Blacks,Prarie,Consumer,Furniture,Chairs & Chairmats,Hon Comfortask® Task/Swivel Chairs,Jumbo Drum,0.69,2012-11-29,1963-08-22,William,Not Returned
6014,38050,2010-10-26,Not Specified,31/01/1900,187.18,0.09,Express Air,28.91,5.98,1.67,Luke,Schmidt,Prarie,Home Office,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",Wrap Bag,0.51,2010-10-27,1963-12-04,William,Returned
6015,38050,2010-10-26,Not Specified,05/02/1900,104.21,0.04,Regular Air,15.19,2.88,0.7,Luke,Schmidt,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,2010-10-28,1963-10-22,William,Returned
6016,38050,2010-10-26,Not Specified,14/01/1900,1331.224,0.04,Regular Air,-401.42,111.96,69.0,Luke,Schmidt,Prarie,Home Office,Furniture,Tables,Hon 4060 Series Tables,Large Box,0.63,2010-10-28,1963-07-20,William,Returned
6017,39043,2010-12-22,Not Specified,14/01/1900,50.8,0.09,Regular Air,16.79,3.69,0.5,Luke,Schmidt,Prarie,Home Office,Office Supplies,Labels,Avery 501,Small Box,0.38,2010-12-23,1963-11-11,William,Returned
6018,39043,2010-12-22,Not Specified,06/02/1900,750.89,0.07,Express Air,-1176.28,20.34,35.0,Luke,Schmidt,Prarie,Home Office,Office Supplies,Storage & Organization,Tennsco Commercial Shelving,Large Box,0.84,2010-12-23,1963-07-02,William,Returned
6019,40388,2012-07-24,Critical,17/01/1900,67.73,0.1,Regular Air,2.44,4.28,0.94,Luke,Schmidt,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag,0.56,2012-07-26,1962-04-16,William,Not Returned
6020,42309,2009-08-06,Low,10/02/1900,854.23,0.01,Regular Air,67.14,20.48,6.32,Meg,Tillman,Prarie,Small Business,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box,0.58,2009-08-08,1962-08-27,William,Not Returned
6021,42309,2009-08-06,Low,26/01/1900,47.91,0.09,Regular Air,-58.83,1.86,2.58,Meg,Tillman,Prarie,Small Business,Office Supplies,Rubber Bands,"Super Bands, 12/Pack",Wrap Bag,0.82,2009-11-08,1962-05-14,William,Not Returned
6022,42309,2009-08-06,Low,07/02/1900,6427.258000000001,0.08,Regular Air,1636.41,205.99,2.5,Meg,Tillman,Prarie,Small Business,Technology,Telephones and Communication,V70,Small Box,0.59,2009-11-08,1962-10-24,William,Not Returned
6023,42727,2011-04-29,Not Specified,11/01/1900,5510.23,0.01,Delivery Truck,915.8,500.98,26.0,Saphhira,Shifley,Prarie,Consumer,Furniture,Chairs & Chairmats,Global Troy Executive Leather Low-Back Tilter,Jumbo Drum,0.6,2011-04-30,1962-03-29,William,Not Returned
6024,42727,2011-04-29,Not Specified,21/01/1900,177.06,0.1,Regular Air,-100.61,8.45,7.77,Saphhira,Shifley,Prarie,Consumer,Office Supplies,"Scissors, Rulers and Trimmers","Elite 5"" Scissors",Small Pack,0.55,2011-04-30,1962-11-26,William,Not Returned
6025,43363,2011-09-05,Critical,04/02/1900,12908.4,0.03,Delivery Truck,4084.86,350.99,59.0,Luke,Schmidt,Prarie,Home Office,Furniture,Chairs & Chairmats,Global Leather Executive Chair,Jumbo Drum,0.55,2011-07-09,1973-09-07,William,Not Returned
6026,43556,2012-07-22,Low,31/01/1900,477.16,0.02,Regular Air,204.18,15.04,1.97,Saphhira,Shifley,Prarie,Consumer,Office Supplies,Paper,White GlueTop Scratch Pads,Wrap Bag,0.39,2012-07-27,1973-06-09,William,Not Returned
6027,45156,2011-02-12,Low,30/01/1900,663.24,0.01,Regular Air,76.33,20.48,6.32,Luke,Schmidt,Prarie,Home Office,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box,0.58,2011-12-02,1973-08-16,William,Not Returned
6028,45156,2011-02-12,Low,04/02/1900,238.08,0.07,Regular Air,31.65,6.75,2.99,Luke,Schmidt,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock® D-Ring Binders,Small Box,0.35,2011-02-19,1973-09-18,William,Not Returned
6029,45156,2011-02-12,Low,14/01/1900,174.3,0.08,Regular Air,75.58,12.53,0.5,Luke,Schmidt,Prarie,Home Office,Office Supplies,Labels,Avery 485,Small Box,0.38,2011-02-17,1973-07-04,William,Not Returned
6030,45410,2009-08-19,Low,19/01/1900,991.36,0.1,Regular Air,-103.11,54.1,19.99,Michael,Grace,Prarie,Corporate,Office Supplies,Storage & Organization,Desktop 3-Pocket Hot File®,Small Box,0.59,2009-08-24,1974-11-24,William,Not Returned
6031,47014,2012-05-13,Critical,02/02/1900,803.11,0.08,Delivery Truck,-237.13,25.98,14.36,Meg,Tillman,Prarie,Small Business,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,0.6,2012-05-15,1972-02-26,William,Not Returned
6032,47942,2010-02-27,Medium,30/01/1900,17034.92,0.09,Regular Air,5916.34,599.99,24.49,Harold,Dahlen,Prarie,Corporate,Technology,Copiers and Fax,Hewlett Packard LaserJet 3310 Copier,Large Box,0.37,2010-01-03,1972-04-21,William,Not Returned
6033,47942,2010-02-27,Medium,03/01/1900,22.6,0.04,Express Air,-4.63,5.88,3.04,Harold,Dahlen,Prarie,Corporate,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Wrap Bag,0.36,2010-01-03,1972-07-28,William,Not Returned
6034,47942,2010-02-27,Medium,09/01/1900,918.7395,0.06,Express Air,-303.56,125.99,7.69,Harold,Dahlen,Prarie,Corporate,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58,2010-02-28,1971-08-26,William,Not Returned
6035,48128,2012-04-11,Medium,05/01/1900,2600.44,0.03,Express Air,-921.94,499.99,24.49,Laurel,Beltran,Prarie,Consumer,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36,2012-12-04,1973-09-11,William,Not Returned
6036,48704,2012-01-09,High,11/01/1900,1247.8595,0.01,Regular Air,-55.8,125.99,8.99,Kelly,Andreada,Prarie,Home Office,Technology,Telephones and Communication,5170i,Small Box,0.57,2012-10-01,1973-09-16,William,Not Returned
6037,49155,2010-09-18,Low,22/01/1900,3760.3065,0.05,Regular Air,593.18,195.99,8.99,Meg,Tillman,Prarie,Small Business,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,2010-09-23,1973-08-27,William,Not Returned
6038,49504,2009-11-16,Not Specified,14/02/1900,318.94,0.1,Regular Air,-195.6,7.37,5.53,Larry,Blacks,Prarie,Consumer,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Small Pack,0.69,2009-11-16,1971-11-07,William,Not Returned
6039,50016,2009-04-05,High,15/01/1900,1093.6355,0.05,Regular Air,119.17,85.99,0.99,Harold,Dahlen,Prarie,Consumer,Technology,Telephones and Communication,Accessory34,Wrap Bag,0.55,2009-07-04,1971-06-01,William,Not Returned
6040,50145,2011-02-26,High,18/01/1900,325.58,0.06,Regular Air,152.28,18.84,3.62,Michael,Grace,Prarie,Corporate,Furniture,Office Furnishings,Flat Face Poster Frame,Wrap Bag,0.43,2011-02-27,1971-03-20,William,Not Returned
6041,50145,2011-02-26,High,09/01/1900,458.8,0.0,Regular Air,305.87,46.94,6.77,Michael,Grace,Prarie,Corporate,Furniture,Office Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Small Box,0.44,2011-02-26,1971-11-10,William,Not Returned
6042,50532,2012-08-14,Medium,10/01/1900,267.06,0.02,Regular Air,76.47,24.95,2.99,Richard,Bierner,Prarie,Small Business,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Small Box,0.39,2012-08-16,1971-11-27,William,Not Returned
6043,50532,2012-08-14,Medium,22/01/1900,82.98,0.09,Regular Air,13.82,4.0,1.3,Richard,Bierner,Prarie,Small Business,Office Supplies,Paper,EcoTones® Memo Sheets,Wrap Bag,0.37,2012-08-15,1970-06-17,William,Not Returned
6044,51266,2009-03-25,Not Specified,11/01/1900,1610.29,0.04,Regular Air,221.38,150.98,13.99,Michael,Grace,Prarie,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,2009-03-27,1970-05-24,William,Not Returned
6045,51266,2009-03-25,Not Specified,30/01/1900,617.51,0.01,Regular Air,98.1,18.97,9.03,Michael,Grace,Prarie,Corporate,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,0.37,2009-03-25,1970-04-27,William,Not Returned
6046,51266,2009-03-25,Not Specified,23/01/1900,278.83,0.03,Regular Air,35.16,12.28,4.86,Michael,Grace,Prarie,Corporate,Office Supplies,Paper,Xerox 1933,Small Box,0.38,2009-03-26,1969-08-04,William,Not Returned
6047,51266,2009-03-25,Not Specified,15/02/1900,1605.22,0.05,Express Air,230.03,34.99,7.73,Michael,Grace,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Hunt Boston® Vacuum Mount KS Pencil Sharpener,Small Box,0.59,2009-03-27,1969-03-23,William,Not Returned
6048,51426,2010-12-01,Medium,10/02/1900,357.01,0.01,Regular Air,64.5,8.33,1.99,Saphhira,Shifley,Prarie,Consumer,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.52,2010-02-12,1972-02-09,William,Not Returned
6049,55045,2009-11-22,High,20/01/1900,632.05,0.09,Regular Air,-626.61,32.48,35.0,Luke,Schmidt,Prarie,Home Office,Office Supplies,Storage & Organization,Fellowes Neat Ideas® Storage Cubes,Large Box,0.81,2009-11-22,1972-12-15,William,Not Returned
6050,55234,2010-07-28,Low,12/01/1900,600.86,0.09,Regular Air,-82.67,53.98,5.5,Tiffany,House,Prarie,Corporate,Technology,Computer Peripherals,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Small Box,0.62,2010-01-08,1972-05-11,William,Not Returned
6051,55234,2010-07-28,Low,05/01/1900,17.06,0.03,Regular Air,-7.54,2.98,2.03,Tiffany,House,Prarie,Corporate,Office Supplies,Pens & Art Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Wrap Bag,0.57,2010-07-30,1969-02-18,William,Not Returned
6052,55683,2012-07-15,High,23/01/1900,1198.1,0.02,Regular Air,187.19,51.75,19.99,Meg,Tillman,Prarie,Small Business,Furniture,Office Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Small Box,0.55,2012-07-16,1968-10-05,William,Not Returned
6053,55906,2009-11-26,Critical,18/02/1900,276.3,0.02,Regular Air,14.84,5.58,2.99,Saphhira,Shifley,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Avery Heavy-Duty EZD  Binder With Locking Rings,Small Box,0.37,2009-11-28,1968-03-15,William,Not Returned
6054,55906,2009-11-26,Critical,15/01/1900,120.52,0.06,Regular Air,43.92,7.98,1.25,Saphhira,Shifley,Prarie,Consumer,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Wrap Bag,0.35,2009-11-27,1968-02-24,William,Not Returned
6055,55906,2009-11-26,Critical,11/02/1900,2269.01,0.02,Regular Air,-19.37,54.1,19.99,Saphhira,Shifley,Prarie,Consumer,Office Supplies,Storage & Organization,Desktop 3-Pocket Hot File®,Small Box,0.59,2009-11-27,1968-07-13,William,Not Returned
6056,56032,2011-12-19,Not Specified,31/01/1900,2893.31,0.1,Regular Air,937.64,96.45,13.99,Harold,Dahlen,Prarie,Corporate,Technology,Office Machines,Soundgear TeleForum DX Desktop Conference Phone,Medium Box,0.38,2011-12-19,1967-11-22,William,Not Returned
